Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering
2098,grew,,0,0,0,0,0,0,0
2099,comparing,,0,0,0,0,0,0,0
2100,unusual,,0,0,0,0,0,0,0
2101,guard,,0,0,0,0,0,0,0
2102,wasted,,0,0,0,0,0,0,0
2103,composite,,0,0,0,0,0,0,0
2104,tree,,0,0,0,0,0,0,0
2105,lifting,,0,0,0,0,0,0,0
2106,protecting,,0,0,0,0,0,0,0
2107,tomorrow,,0,0,0,0,0,0,0
2108,peel,,0,0,0,0,0,0,0
2109,anybody,,0,0,0,0,0,0,0
2110,selling,,0,0,0,0,0,0,0
2111,shapeups,,0,0,0,0,0,0,0
2112,enjoyed,,0,0,0,0,0,0,0
2113,bug,,0,0,0,0,0,0,0
2114,dozen,,0,0,0,0,0,0,0
2115,weekbr,,0,0,0,0,0,0,0
2116,auto,,0,0,0,0,0,0,0
2117,eye,,0,0,0,0,0,0,0
2118,power,,0,0,0,0,0,0,0
2119,finds,,0,0,0,0,0,0,0
2120,boyfriend,,0,0,0,0,0,0,0
2121,anxious,,0,0,0,0,0,0,0
2122,calluses,,0,0,0,0,0,0,0
2123,prepared,,0,0,0,0,0,0,0
2124,frustrated,,0,0,0,0,0,0,0
2125,tearing,,0,0,0,0,0,0,0
2126,august,,0,0,0,0,0,0,0
2127,produce,,0,0,0,0,0,0,0
2128,timberland,,0,0,0,0,0,0,0
2129,workboots,,0,0,0,0,0,0,0
2130,approximately,,0,0,0,0,0,0,0
2131,aches,,0,0,0,0,0,0,0
2132,burning,,0,0,0,0,0,0,0
2133,hed,,0,0,0,0,0,0,0
2134,boss,,0,0,0,0,0,0,0
2135,shocked,,0,0,0,0,0,0,0
2136,grade,,0,0,0,0,0,0,0
2137,rip,,0,0,0,0,0,0,0
2138,practically,,0,0,0,0,0,0,0
2139,kicks,,0,0,0,0,0,0,0
2140,approved,,0,0,0,0,0,0,0
2141,refused,,0,0,0,0,0,0,0
2142,serve,,0,0,0,0,0,0,0
2143,basis,,0,0,0,0,0,0,0
2144,clog,,0,0,0,0,0,0,0
2145,clogs,,0,0,0,0,0,0,0
2146,strongly,,0,0,0,0,0,0,0
2147,underneath,,0,0,0,0,0,0,0
2148,ew,,0,0,0,0,0,0,0
2149,hook,,0,0,0,0,0,0,0
2150,lacing,,0,0,0,0,0,0,0
2151,herman,,0,0,0,0,0,0,0
2152,widest,,0,0,0,0,0,0,0
2153,caterpillar,,0,0,0,0,0,0,0
2154,cooler,,0,0,0,0,0,0,0
2155,fatigue,,0,0,0,0,0,0,0
2156,protective,,0,0,0,0,0,0,0
2157,driver,,0,0,0,0,0,0,0
2158,cold,,0,0,0,0,0,0,0
2159,whos,,0,0,0,0,0,0,0
2160,workday,,0,0,0,0,0,0,0
2161,meet,,0,0,0,0,0,0,0
2162,ladders,,0,0,0,0,0,0,0
2163,detectors,,0,0,0,0,0,0,0
2164,wing,,0,0,0,0,0,0,0
2165,union,,0,0,0,0,0,0,0
2166,hurtbr,,0,0,0,0,0,0,0
2167,dead,,0,0,0,0,0,0,0
2168,grow,,0,0,0,0,0,0,0
2169,perform,,0,0,0,0,0,0,0
2170,bout,,0,0,0,0,0,0,0
2171,manufactured,,0,0,0,0,0,0,0
2172,single,,0,0,0,0,0,0,0
2173,stitching,,0,0,0,0,0,0,0
2174,flight,,0,0,0,0,0,0,0
2175,nephew,,0,0,0,0,0,0,0
2176,paper,,0,0,0,0,0,0,0
2177,crack,,0,0,0,0,0,0,0
2178,untied,,0,0,0,0,0,0,0
2179,game,,0,0,0,0,0,0,0
2180,certain,,0,0,0,0,0,0,0
2181,irritated,,0,0,0,0,0,0,0
2182,eyes,,0,0,0,0,0,0,0
2183,sense,,0,0,0,0,0,0,0
2184,gravel,,0,0,0,0,0,0,0
2185,promptly,,0,0,0,0,0,0,0
2186,noslip,,0,0,0,0,0,0,0
2187,machine,,0,0,0,0,0,0,0
2188,finished,,0,0,0,0,0,0,0
2189,wood,,0,0,0,0,0,0,0
2190,prior,,0,0,0,0,0,0,0
2191,sewn,,0,0,0,0,0,0,0
2192,bow,,0,0,0,0,0,0,0
2193,butt,,0,0,0,0,0,0,0
2194,yo,,0,0,0,0,0,0,0
2195,yeah,,0,0,0,0,0,0,0
2196,improvement,,0,0,0,0,0,0,0
2197,afford,,0,0,0,0,0,0,0
2198,adding,,0,0,0,0,0,0,0
2199,patch,,0,0,0,0,0,0,0
2200,ventilation,,0,0,0,0,0,0,0
2201,coworkers,,0,0,0,0,0,0,0
2202,eur,,0,0,0,0,0,0,0
2203,truth,,0,0,0,0,0,0,0
2204,wellbr,,0,0,0,0,0,0,0
2205,consbr,,0,0,0,0,0,0,0
2206,goodbr,,0,0,0,0,0,0,0
2207,prosbr,,0,0,0,0,0,0,0
2208,electrician,,0,0,0,0,0,0,0
2209,series,,0,0,0,0,0,0,0
2210,failed,,0,0,0,0,0,0,0
2211,grind,,0,0,0,0,0,0,0
2212,posture,,0,0,0,0,0,0,0
2213,treads,,0,0,0,0,0,0,0
2214,seeing,,0,0,0,0,0,0,0
2215,crease,,0,0,0,0,0,0,0
2216,everytime,,0,0,0,0,0,0,0
2217,bends,,0,0,0,0,0,0,0
2218,cap,,0,0,0,0,0,0,0
2219,waiter,,0,0,0,0,0,0,0
2220,speedy,,0,0,0,0,0,0,0
2221,orders,,0,0,0,0,0,0,0
2222,fluids,,0,0,0,0,0,0,0
2223,regret,,0,0,0,0,0,0,0
2224,baseball,,0,0,0,0,0,0,0
2225,leaving,,0,0,0,0,0,0,0
2226,goofy,,0,0,0,0,0,0,0
2227,orthotic,,0,0,0,0,0,0,0
2228,gussets,,0,0,0,0,0,0,0
2229,pocket,,0,0,0,0,0,0,0
2230,protect,,0,0,0,0,0,0,0
2231,styling,,0,0,0,0,0,0,0
2232,department,,0,0,0,0,0,0,0
2233,skate,,0,0,0,0,0,0,0
2234,steal,,0,0,0,0,0,0,0
2235,photos,,0,0,0,0,0,0,0
2236,detached,,0,0,0,0,0,0,0
2237,flashing,,0,0,0,0,0,0,0
2238,written,,0,0,0,0,0,0,0
2239,dust,,0,0,0,0,0,0,0
2240,gf,,0,0,0,0,0,0,0
2241,volume,,0,0,0,0,0,0,0
2242,advise,,0,0,0,0,0,0,0
2243,spends,,0,0,0,0,0,0,0
2244,nearest,,0,0,0,0,0,0,0
2245,lab,,0,0,0,0,0,0,0
2246,existent,,0,0,0,0,0,0,0
2247,buyer,,0,0,0,0,0,0,0
2248,closet,,0,0,0,0,0,0,0
2249,separated,,0,0,0,0,0,0,0
2250,stomping,,0,0,0,0,0,0,0
2251,tendon,,0,0,0,0,0,0,0
2252,created,,0,0,0,0,0,0,0
2253,slipproof,,0,0,0,0,0,0,0
2254,suck,,0,0,0,0,0,0,0
2255,jobs,,0,0,0,0,0,0,0
2256,book,,0,0,0,0,0,0,0
2257,weve,,0,0,0,0,0,0,0
2258,overpriced,,0,0,0,0,0,0,0
2259,manager,,0,0,0,0,0,0,0
2260,extrawide,,0,0,0,0,0,0,0
2261,wearer,,0,0,0,0,0,0,0
2262,awful,,0,0,0,0,0,0,0
2263,doctor,,0,0,0,0,0,0,0
2264,converse,,0,0,0,0,0,0,0
2265,nonskid,,0,0,0,0,0,0,0
2266,improved,,0,0,0,0,0,0,0
2267,improve,,0,0,0,0,0,0,0
2268,bleeding,,0,0,0,0,0,0,0
2269,ðŸ,,0,0,0,0,0,0,0
2270,superior,,0,0,0,0,0,0,0
2271,boys,,0,0,0,0,0,0,0
2272,cleats,,0,0,0,0,0,0,0
2273,ice,,0,0,0,0,0,0,0
2274,saved,,0,0,0,0,0,0,0
2275,goods,,0,0,0,0,0,0,0
2276,respond,,0,0,0,0,0,0,0
2277,response,,0,0,0,0,0,0,0
2278,search,,0,0,0,0,0,0,0
2279,fee,,0,0,0,0,0,0,0
2280,control,,0,0,0,0,0,0,0
2281,lets,,0,0,0,0,0,0,0
2282,learned,,0,0,0,0,0,0,0
2283,easter,,0,0,0,0,0,0,0
2284,menu,,0,0,0,0,0,0,0
2285,functional,,0,0,0,0,0,0,0
2286,quit,,0,0,0,0,0,0,0
2287,bearable,,0,0,0,0,0,0,0
2288,plant,,0,0,0,0,0,0,0
2289,finger,,0,0,0,0,0,0,0
2290,pricy,,0,0,0,0,0,0,0
2291,ect,,0,0,0,0,0,0,0
2292,lock,,0,0,0,0,0,0,0
2293,moves,,0,0,0,0,0,0,0
2294,cover,,0,0,0,0,0,0,0
2295,stitches,,0,0,0,0,0,0,0
2296,comp,,0,0,0,0,0,0,0
2297,luck,,0,0,0,0,0,0,0
2298,returns,,0,0,0,0,0,0,0
2299,possibly,,0,0,0,0,0,0,0
2300,bar,,0,0,0,0,0,0,0
2301,increase,,0,0,0,0,0,0,0
2302,facility,,0,0,0,0,0,0,0
2303,sports,,0,0,0,0,0,0,0
2304,carry,,0,0,0,0,0,0,0
2305,muddy,,0,0,0,0,0,0,0
2306,vs,,0,0,0,0,0,0,0
2307,ps,,0,0,0,0,0,0,0
2308,aroundbr,,0,0,0,0,0,0,0
2309,springy,,0,0,0,0,0,0,0
2310,pinch,,0,0,0,0,0,0,0
2311,features,,0,0,0,0,0,0,0
2312,flawless,,0,0,0,0,0,0,0
2313,beds,,0,0,0,0,0,0,0
2314,irritating,,0,0,0,0,0,0,0
2315,ex,,0,0,0,0,0,0,0
2316,protected,,0,0,0,0,0,0,0
2317,early,,0,0,0,0,0,0,0
2318,recovering,,0,0,0,0,0,0,0
2319,recieved,,0,0,0,0,0,0,0
2320,shies,,0,0,0,0,0,0,0
2321,removable,,0,0,0,0,0,0,0
2322,weightbr,,0,0,0,0,0,0,0
2323,mild,,0,0,0,0,0,0,0
2324,fancy,,0,0,0,0,0,0,0
2325,term,,0,0,0,0,0,0,0
2326,mesh,,0,0,0,0,0,0,0
2327,soo,,0,0,0,0,0,0,0
2328,resell,,0,0,0,0,0,0,0
2329,hr,,0,0,0,0,0,0,0
2330,requirements,,0,0,0,0,0,0,0
2331,shose,,0,0,0,0,0,0,0
2332,easier,,0,0,0,0,0,0,0
2333,alloy,,0,0,0,0,0,0,0
2334,mention,,0,0,0,0,0,0,0
2335,drop,,0,0,0,0,0,0,0
2336,boxes,,0,0,0,0,0,0,0
2337,mid,,0,0,0,0,0,0,0
2338,talk,,0,0,0,0,0,0,0
2339,info,,0,0,0,0,0,0,0
2340,plate,,0,0,0,0,0,0,0
2341,activities,,0,0,0,0,0,0,0
2342,sets,,0,0,0,0,0,0,0
2343,climb,,0,0,0,0,0,0,0
2344,lightly,,0,0,0,0,0,0,0
2345,cheapest,,0,0,0,0,0,0,0
2346,chips,,0,0,0,0,0,0,0
2347,shoelaces,,0,0,0,0,0,0,0
2348,despite,,0,0,0,0,0,0,0
2349,wipe,,0,0,0,0,0,0,0
2350,performance,,0,0,0,0,0,0,0
2351,yellow,,0,0,0,0,0,0,0
2352,combo,,0,0,0,0,0,0,0
2353,watching,,0,0,0,0,0,0,0
2354,helpful,,0,0,0,0,0,0,0
2355,bargain,,0,0,0,0,0,0,0
2356,recommendation,,0,0,0,0,0,0,0
2357,outstanding,,0,0,0,0,0,0,0
2358,assumed,,0,0,0,0,0,0,0
2359,flour,,0,0,0,0,0,0,0
2360,wiping,,0,0,0,0,0,0,0
2361,process,,0,0,0,0,0,0,0
2362,womans,,0,0,0,0,0,0,0
2363,waited,,0,0,0,0,0,0,0
2364,shoelace,,0,0,0,0,0,0,0
2365,thirty,,0,0,0,0,0,0,0
2366,bump,,0,0,0,0,0,0,0
2367,expectedbr,,0,0,0,0,0,0,0
2368,convenient,,0,0,0,0,0,0,0
2369,feets,,0,0,0,0,0,0,0
2370,unforgiving,,0,0,0,0,0,0,0
2371,sucks,,0,0,0,0,0,0,0
2372,brick,,0,0,0,0,0,0,0
2373,insul,,0,0,0,0,0,0,0
2374,giant,,0,0,0,0,0,0,0
2375,worrying,,0,0,0,0,0,0,0
2376,waitress,,0,0,0,0,0,0,0
2377,warn,,0,0,0,0,0,0,0
2378,clinical,,0,0,0,0,0,0,0
2379,fade,,0,0,0,0,0,0,0
2380,function,,0,0,0,0,0,0,0
2381,lives,,0,0,0,0,0,0,0
2382,shifting,,0,0,0,0,0,0,0
2383,horribly,,0,0,0,0,0,0,0
2384,print,,0,0,0,0,0,0,0
2385,coworker,,0,0,0,0,0,0,0
2386,risk,,0,0,0,0,0,0,0
2387,manufacturers,,0,0,0,0,0,0,0
2388,tells,,0,0,0,0,0,0,0
2389,ladies,,0,0,0,0,0,0,0
2390,bakery,,0,0,0,0,0,0,0
2391,nurses,,0,0,0,0,0,0,0
2392,runner,,0,0,0,0,0,0,0
2393,sauce,,0,0,0,0,0,0,0
2394,withstand,,0,0,0,0,0,0,0
2395,versions,,0,0,0,0,0,0,0
2396,faced,,0,0,0,0,0,0,0
2397,taken,,0,0,0,0,0,0,0
2398,dlites,,0,0,0,0,0,0,0
2399,perfectos,,0,0,0,0,0,0,0
2400,fortune,,0,0,0,0,0,0,0
2401,toss,,0,0,0,0,0,0,0
2402,january,,0,0,0,0,0,0,0
2403,washed,,0,0,0,0,0,0,0
2404,frills,,0,0,0,0,0,0,0
2405,rains,,0,0,0,0,0,0,0
2406,crocs,,0,0,0,0,0,0,0
2407,ons,,0,0,0,0,0,0,0
2408,tries,,0,0,0,0,0,0,0
2409,burn,,0,0,0,0,0,0,0
2410,bleed,,0,0,0,0,0,0,0
2411,calves,,0,0,0,0,0,0,0
2412,cush,,0,0,0,0,0,0,0
2413,square,,0,0,0,0,0,0,0
2414,gluing,,0,0,0,0,0,0,0
2415,strings,,0,0,0,0,0,0,0
2416,fray,,0,0,0,0,0,0,0
2417,training,,0,0,0,0,0,0,0
2418,dansko,,0,0,0,0,0,0,0
2419,trash,,0,0,0,0,0,0,0
2420,rotate,,0,0,0,0,0,0,0
2421,heard,,0,0,0,0,0,0,0
2422,niece,,0,0,0,0,0,0,0
2423,baby,,0,0,0,0,0,0,0
2424,active,,0,0,0,0,0,0,0
2425,toesbr,,0,0,0,0,0,0,0
2426,concern,,0,0,0,0,0,0,0
2427,killed,,0,0,0,0,0,0,0
2428,rn,,0,0,0,0,0,0,0
2429,monday,,0,0,0,0,0,0,0
2430,colored,,0,0,0,0,0,0,0
2431,softies,,0,0,0,0,0,0,0
2432,bent,,0,0,0,0,0,0,0
2433,washing,,0,0,0,0,0,0,0
2434,ruin,,0,0,0,0,0,0,0
2435,decide,,0,0,0,0,0,0,0
2436,spray,,0,0,0,0,0,0,0
2437,knows,,0,0,0,0,0,0,0
2438,squeaked,,0,0,0,0,0,0,0
2439,dainty,,0,0,0,0,0,0,0
2440,buyers,,0,0,0,0,0,0,0
2441,toebox,,0,0,0,0,0,0,0
2442,depends,,0,0,0,0,0,0,0
2443,listened,,0,0,0,0,0,0,0
2444,fortunately,,0,0,0,0,0,0,0
2445,popping,,0,0,0,0,0,0,0
2446,sweaty,,0,0,0,0,0,0,0
2447,physical,,0,0,0,0,0,0,0
2448,galaxy,,0,0,0,0,0,0,0
2449,slow,,0,0,0,0,0,0,0
2450,prettiest,,0,0,0,0,0,0,0
2451,marshmallow,,0,0,0,0,0,0,0
2452,muscles,,0,0,0,0,0,0,0
2453,watch,,0,0,0,0,0,0,0
2454,compares,,0,0,0,0,0,0,0
2455,calf,,0,0,0,0,0,0,0
2456,danskos,,0,0,0,0,0,0,0
2457,guide,,0,0,0,0,0,0,0
2458,struggle,,0,0,0,0,0,0,0
2459,stood,,0,0,0,0,0,0,0
2460,berkinstocks,,0,0,0,0,0,0,0
2461,popular,,0,0,0,0,0,0,0
2462,pop,,0,0,0,0,0,0,0
2463,apparently,,0,0,0,0,0,0,0
2464,christmas,,0,0,0,0,0,0,0
2465,greasy,,0,0,0,0,0,0,0
2466,stride,,0,0,0,0,0,0,0
2467,ride,,0,0,0,0,0,0,0
2468,younger,,0,0,0,0,0,0,0
2469,marathon,,0,0,0,0,0,0,0
2470,beautifully,,0,0,0,0,0,0,0
2471,neat,,0,0,0,0,0,0,0
2472,animals,,0,0,0,0,0,0,0
2473,saving,,0,0,0,0,0,0,0
2474,terms,,0,0,0,0,0,0,0
2475,commented,,0,0,0,0,0,0,0
2476,assume,,0,0,0,0,0,0,0
2477,pavement,,0,0,0,0,0,0,0
2478,magic,,0,0,0,0,0,0,0
2479,scratch,,0,0,0,0,0,0,0
2480,questions,,0,0,0,0,0,0,0
2481,delighted,,0,0,0,0,0,0,0
2482,ultra,,0,0,0,0,0,0,0
2483,grandson,,0,0,0,0,0,0,0
2484,adores,,0,0,0,0,0,0,0
2485,rush,,0,0,0,0,0,0,0
2486,shell,,0,0,0,0,0,0,0
2487,growing,,0,0,0,0,0,0,0
2488,rite,,0,0,0,0,0,0,0
2489,saucony,,0,0,0,0,0,0,0
2490,spin,,0,0,0,0,0,0,0
2491,yearold,,0,0,0,0,0,0,0
2492,toddlers,,0,0,0,0,0,0,0
2493,granddaughter,,0,0,0,0,0,0,0
2494,rainbow,,0,0,0,0,0,0,0
2495,daycare,,0,0,0,0,0,0,0
2496,bows,,0,0,0,0,0,0,0
2497,lightup,,0,0,0,0,0,0,0
2498,camo,,0,0,0,0,0,0,0
2499,grandaughter,,0,0,0,0,0,0,0
2500,twinkle,,0,0,0,0,0,0,0
2501,toddler,,0,0,0,0,0,0,0
2502,soccer,,0,0,0,0,0,0,0
2503,child,,0,0,0,0,0,0,0
2504,grows,,0,0,0,0,0,0,0
2505,lights,,0,0,0,0,0,0,0
2506,receives,,0,0,0,0,0,0,0
2507,outgrew,,0,0,0,0,0,0,0
2508,kid,,0,0,0,0,0,0,0
2509,granddaughters,,0,0,0,0,0,0,0
2510,request,,0,0,0,0,0,0,0
2511,princess,,0,0,0,0,0,0,0
2512,gorun,,0,0,0,0,0,0,0
2513,proving,,0,0,0,0,0,0,0
2514,minimalist,,0,0,0,0,0,0,0
2515,strike,,0,0,0,0,0,0,0
2516,transition,,0,0,0,0,0,0,0
2517,midfoot,,0,0,0,0,0,0,0
2518,guessing,,0,0,0,0,0,0,0
2519,neutral,,0,0,0,0,0,0,0
2520,trainers,,0,0,0,0,0,0,0
2521,race,,0,0,0,0,0,0,0
2522,runners,,0,0,0,0,0,0,0
2523,camping,,0,0,0,0,0,0,0
2524,dried,,0,0,0,0,0,0,0
2525,canvas,,0,0,0,0,0,0,0
2526,throwing,,0,0,0,0,0,0,0
2527,purposes,,0,0,0,0,0,0,0
2528,shouldve,,0,0,0,0,0,0,0
2529,prompt,,0,0,0,0,0,0,0
2530,parks,,0,0,0,0,0,0,0
2531,tears,,0,0,0,0,0,0,0
2532,jumping,,0,0,0,0,0,0,0
2533,lit,,0,0,0,0,0,0,0
2534,chubby,,0,0,0,0,0,0,0
2535,offbr,,0,0,0,0,0,0,0
2536,cutest,,0,0,0,0,0,0,0
2537,preschool,,0,0,0,0,0,0,0
2538,distracting,,0,0,0,0,0,0,0
2539,battery,,0,0,0,0,0,0,0
2540,zipper,,0,0,0,0,0,0,0
2541,exelente,,0,0,0,0,0,0,0
2542,camp,,0,0,0,0,0,0,0
2543,adults,,0,0,0,0,0,0,0
2544,twinkling,,0,0,0,0,0,0,0
2545,leds,,0,0,0,0,0,0,0
2546,onoff,,0,0,0,0,0,0,0
2547,flash,,0,0,0,0,0,0,0
2548,nieces,,0,0,0,0,0,0,0
2549,childs,,0,0,0,0,0,0,0
2550,sneaks,,0,0,0,0,0,0,0
2551,sleep,,0,0,0,0,0,0,0
2552,grown,,0,0,0,0,0,0,0
2553,buttons,,0,0,0,0,0,0,0
2554,turning,,0,0,0,0,0,0,0
2555,glass,,0,0,0,0,0,0,0
2556,colorful,,0,0,0,0,0,0,0
2557,clearly,,0,0,0,0,0,0,0
2558,darling,,0,0,0,0,0,0,0
2559,children,,0,0,0,0,0,0,0
2560,lucky,,0,0,0,0,0,0,0
2561,jumps,,0,0,0,0,0,0,0
2562,youngest,,0,0,0,0,0,0,0
2563,daugher,,0,0,0,0,0,0,0
2564,sequins,,0,0,0,0,0,0,0
2565,expense,,0,0,0,0,0,0,0
2566,childrens,,0,0,0,0,0,0,0
2567,tv,,0,0,0,0,0,0,0
2568,flashy,,0,0,0,0,0,0,0
2569,daugther,,0,0,0,0,0,0,0
2570,flowers,,0,0,0,0,0,0,0
2571,stitched,,0,0,0,0,0,0,0
2572,preschooler,,0,0,0,0,0,0,0
2573,music,,0,0,0,0,0,0,0
2574,growth,,0,0,0,0,0,0,0
2575,outgrow,,0,0,0,0,0,0,0
2576,closer,,0,0,0,0,0,0,0
2577,contact,,0,0,0,0,0,0,0
2578,satin,,0,0,0,0,0,0,0
2579,playing,,0,0,0,0,0,0,0
2580,playground,,0,0,0,0,0,0,0
2581,purple,,0,0,0,0,0,0,0
2582,learning,,0,0,0,0,0,0,0
2583,kiddo,,0,0,0,0,0,0,0
2584,glow,,0,0,0,0,0,0,0
2585,enjoys,,0,0,0,0,0,0,0
2586,olds,,0,0,0,0,0,0,0
2587,trail,,0,0,0,0,0,0,0
2588,outgrows,,0,0,0,0,0,0,0
2589,plays,,0,0,0,0,0,0,0
2590,turquoise,,0,0,0,0,0,0,0
2591,pe,,0,0,0,0,0,0,0
2592,hates,,0,0,0,0,0,0,0
2593,twins,,0,0,0,0,0,0,0
2594,brightly,,0,0,0,0,0,0,0
2595,doughter,,0,0,0,0,0,0,0
2596,spiderman,,0,0,0,0,0,0,0
2597,washable,,0,0,0,0,0,0,0
2598,measures,,0,0,0,0,0,0,0
2599,springs,,0,0,0,0,0,0,0
2600,win,,0,0,0,0,0,0,0
2601,kindergarten,,0,0,0,0,0,0,0
2602,recess,,0,0,0,0,0,0,0
2603,pockets,,0,0,0,0,0,0,0
2604,jealous,,0,0,0,0,0,0,0
2605,appreciated,,0,0,0,0,0,0,0
2606,grandkids,,0,0,0,0,0,0,0
2607,simon,,0,0,0,0,0,0,0
2608,novelty,,0,0,0,0,0,0,0
2609,gamekicks,,0,0,0,0,0,0,0
2610,compasses,,0,0,0,0,0,0,0
2611,compass,,0,0,0,0,0,0,0
2612,flashlight,,0,0,0,0,0,0,0
2613,obnoxious,,0,0,0,0,0,0,0
2614,main,,0,0,0,0,0,0,0
2615,batteries,,0,0,0,0,0,0,0
2616,embossed,,0,0,0,0,0,0,0
2617,glasses,,0,0,0,0,0,0,0
2618,suction,,0,0,0,0,0,0,0
2619,bionic,,0,0,0,0,0,0,0
2620,gobionic,,0,0,0,0,0,0,0
